file_path,predicted_label
Data/Data/Wrist/train/fractured/image (441).png,0
Data/Data/Wrist/train/fractured/image (262).png,0
Data/Data/Wrist/train/fractured/image (368).png,0
Data/Data/Wrist/train/fractured/image (462).png,0
Data/Data/Wrist/train/fractured/image (464).png,0
Data/Data/Wrist/train/fractured/image (27).png,0
Data/Data/Wrist/train/fractured/image (222).png,0
Data/Data/Wrist/train/fractured/image (137).png,0
Data/Data/Wrist/train/fractured/image (251).png,0
Data/Data/Wrist/train/fractured/image (84).png,0
Data/Data/Wrist/train/fractured/image (111).png,0
Data/Data/Wrist/train/fractured/image (252).png,0
Data/Data/Wrist/train/fractured/image (167).png,0
Data/Data/Wrist/train/fractured/image (174).png,0
Data/Data/Wrist/train/fractured/image (314).png,0
Data/Data/Wrist/train/fractured/image (468).png,0
Data/Data/Wrist/train/fractured/image (186).png,0
Data/Data/Wrist/train/fractured/image (3).png,0
Data/Data/Wrist/train/fractured/image (250).png,0
Data/Data/Wrist/train/fractured/image (65).png,0
Data/Data/Wrist/train/fractured/image (7).png,0
Data/Data/Wrist/train/fractured/image (353).png,0
Data/Data/Wrist/train/fractured/image (356).png,0
Data/Data/Wrist/train/fractured/image (134).png,0
Data/Data/Wrist/train/fractured/image (232).png,0
Data/Data/Wrist/train/fractured/image (97).png,0
Data/Data/Wrist/train/fractured/image (50).png,0
Data/Data/Wrist/train/fractured/image (253).png,0
Data/Data/Wrist/train/fractured/image (445).png,0
Data/Data/Wrist/train/fractured/image (228).png,0
Data/Data/Wrist/train/fractured/image (220).png,0
Data/Data/Wrist/train/fractured/image (316).png,0
Data/Data/Wrist/train/fractured/image (36).png,0
Data/Data/Wrist/train/fractured/image (413).png,0
Data/Data/Wrist/train/fractured/image (267).png,0
Data/Data/Wrist/train/fractured/image (419).png,0
Data/Data/Wrist/train/fractured/image (210).png,0
Data/Data/Wrist/train/fractured/image (193).png,0
Data/Data/Wrist/train/fractured/image (442).png,0
Data/Data/Wrist/train/fractured/image (272).png,0
Data/Data/Wrist/train/fractured/image (189).png,0
Data/Data/Wrist/train/fractured/image (112).png,0
Data/Data/Wrist/train/fractured/image (10).png,0
Data/Data/Wrist/train/fractured/image (117).png,0
Data/Data/Wrist/train/fractured/image (361).png,0
Data/Data/Wrist/train/fractured/image (266).png,0
Data/Data/Wrist/train/fractured/image (68).png,0
Data/Data/Wrist/train/fractured/image (393).png,0
Data/Data/Wrist/train/fractured/image (188).png,0
Data/Data/Wrist/train/fractured/image (473).png,0
Data/Data/Wrist/train/fractured/image (280).png,0
Data/Data/Wrist/train/fractured/image (78).png,0
Data/Data/Wrist/train/fractured/image (151).png,0
Data/Data/Wrist/train/fractured/image (320).png,0
Data/Data/Wrist/train/fractured/image (354).png,0
Data/Data/Wrist/train/fractured/image (402).png,0
Data/Data/Wrist/train/fractured/image (60).png,0
Data/Data/Wrist/train/fractured/image (73).png,0
Data/Data/Wrist/train/fractured/image (329).png,0
Data/Data/Wrist/train/fractured/image (348).png,0
Data/Data/Wrist/train/fractured/image (58).png,0
Data/Data/Wrist/train/fractured/image (45).png,0
Data/Data/Wrist/train/fractured/image (349).png,0
Data/Data/Wrist/train/fractured/image (172).png,0
Data/Data/Wrist/train/fractured/image (390).png,0
Data/Data/Wrist/train/fractured/image (142).png,0
Data/Data/Wrist/train/fractured/image (179).png,0
Data/Data/Wrist/train/fractured/image (297).png,0
Data/Data/Wrist/train/fractured/image (8).png,0
Data/Data/Wrist/train/fractured/image (247).png,0
Data/Data/Wrist/train/fractured/image (471).png,0
Data/Data/Wrist/train/fractured/image (62).png,0
Data/Data/Wrist/train/fractured/image (451).png,0
Data/Data/Wrist/train/fractured/image (30).png,0
Data/Data/Wrist/train/fractured/image (315).png,0
Data/Data/Wrist/train/fractured/image (327).png,0
Data/Data/Wrist/train/fractured/image (140).png,0
Data/Data/Wrist/train/fractured/image (203).png,0
Data/Data/Wrist/train/fractured/image (2).png,0
Data/Data/Wrist/train/fractured/image (308).png,0
Data/Data/Wrist/train/fractured/image (34).png,0
Data/Data/Wrist/train/fractured/image (162).png,0
Data/Data/Wrist/train/fractured/image (217).png,0
Data/Data/Wrist/train/fractured/image (71).png,0
Data/Data/Wrist/train/fractured/image (463).png,0
Data/Data/Wrist/train/fractured/image (265).png,0
Data/Data/Wrist/train/fractured/image (99).png,0
Data/Data/Wrist/train/fractured/image (106).png,0
Data/Data/Wrist/train/fractured/image (466).png,0
Data/Data/Wrist/train/fractured/image (336).png,0
Data/Data/Wrist/train/fractured/image (144).png,0
Data/Data/Wrist/train/fractured/image (181).png,0
Data/Data/Wrist/train/fractured/image (118).png,0
Data/Data/Wrist/train/fractured/image (328).png,0
Data/Data/Wrist/train/fractured/image (322).png,0
Data/Data/Wrist/train/fractured/image (102).png,0
Data/Data/Wrist/train/fractured/image (447).png,0
Data/Data/Wrist/train/fractured/image (26).png,0
Data/Data/Wrist/train/fractured/image (309).png,0
Data/Data/Wrist/train/fractured/image (278).png,0
Data/Data/Wrist/train/fractured/image (257).png,0
Data/Data/Wrist/train/fractured/image (355).png,0
Data/Data/Wrist/train/fractured/image (110).png,0
Data/Data/Wrist/train/fractured/image (372).png,0
Data/Data/Wrist/train/fractured/image (150).png,0
Data/Data/Wrist/train/fractured/image (20).png,0
Data/Data/Wrist/train/fractured/image (428).png,0
Data/Data/Wrist/train/fractured/image (337).png,0
Data/Data/Wrist/train/fractured/image (243).png,0
Data/Data/Wrist/train/fractured/image (456).png,0
Data/Data/Wrist/train/fractured/image (293).png,0
Data/Data/Wrist/train/fractured/image (204).png,0
Data/Data/Wrist/train/fractured/image (63).png,0
Data/Data/Wrist/train/fractured/image (171).png,0
Data/Data/Wrist/train/fractured/image (474).png,0
Data/Data/Wrist/train/fractured/image (452).png,0
Data/Data/Wrist/train/fractured/image (391).png,0
Data/Data/Wrist/train/fractured/image (446).png,0
Data/Data/Wrist/train/fractured/image (113).png,0
Data/Data/Wrist/train/fractured/image (165).png,0
Data/Data/Wrist/train/fractured/image (260).png,0
Data/Data/Wrist/train/fractured/image (415).png,0
Data/Data/Wrist/train/fractured/image (218).png,0
Data/Data/Wrist/train/fractured/image (407).png,0
Data/Data/Wrist/train/fractured/image (201).png,0
Data/Data/Wrist/train/fractured/image (133).png,0
Data/Data/Wrist/train/fractured/image (424).png,0
Data/Data/Wrist/train/fractured/image (459).png,0
Data/Data/Wrist/train/fractured/image (6).png,0
Data/Data/Wrist/train/fractured/image (29).png,0
Data/Data/Wrist/train/fractured/image (342).png,0
Data/Data/Wrist/train/fractured/image (86).png,0
Data/Data/Wrist/train/fractured/image (132).png,0
Data/Data/Wrist/train/fractured/image (145).png,0
Data/Data/Wrist/train/fractured/image (35).png,0
Data/Data/Wrist/train/fractured/image (430).png,0
Data/Data/Wrist/train/fractured/image (357).png,0
Data/Data/Wrist/train/fractured/image (437).png,0
Data/Data/Wrist/train/fractured/image (457).png,0
Data/Data/Wrist/train/fractured/image (319).png,0
Data/Data/Wrist/train/fractured/image (448).png,0
Data/Data/Wrist/train/fractured/image (196).png,0
Data/Data/Wrist/train/fractured/image (32).png,0
Data/Data/Wrist/train/fractured/image (285).png,0
Data/Data/Wrist/train/fractured/image (249).png,0
Data/Data/Wrist/train/fractured/image (173).png,0
Data/Data/Wrist/train/fractured/image (43).png,0
Data/Data/Wrist/train/fractured/image (469).png,0
Data/Data/Wrist/train/fractured/image (432).png,0
Data/Data/Wrist/train/fractured/image (209).png,0
Data/Data/Wrist/train/fractured/image (168).png,0
Data/Data/Wrist/train/fractured/image (139).png,0
Data/Data/Wrist/train/fractured/image (215).png,0
Data/Data/Wrist/train/fractured/image (296).png,0
Data/Data/Wrist/train/fractured/image (386).png,0
Data/Data/Wrist/train/fractured/image (177).png,0
Data/Data/Wrist/train/fractured/image (23).png,0
Data/Data/Wrist/train/fractured/image (282).png,0
Data/Data/Wrist/train/fractured/image (377).png,0
Data/Data/Wrist/train/fractured/image (394).png,0
Data/Data/Wrist/train/fractured/image (123).png,0
Data/Data/Wrist/train/fractured/image (33).png,0
Data/Data/Wrist/train/fractured/image (422).png,0
Data/Data/Wrist/train/fractured/image (38).png,0
Data/Data/Wrist/train/fractured/image (51).png,0
Data/Data/Wrist/train/fractured/image (304).png,0
Data/Data/Wrist/train/fractured/image (22).png,0
Data/Data/Wrist/train/fractured/image (56).png,0
Data/Data/Wrist/train/fractured/image (417).png,0
Data/Data/Wrist/train/fractured/image (214).png,0
Data/Data/Wrist/train/fractured/image (16).png,0
Data/Data/Wrist/train/fractured/image (244).png,0
Data/Data/Wrist/train/fractured/image (423).png,0
Data/Data/Wrist/train/fractured/image (259).png,0
Data/Data/Wrist/train/fractured/image (143).png,0
Data/Data/Wrist/train/fractured/image (206).png,0
Data/Data/Wrist/train/fractured/image (59).png,0
Data/Data/Wrist/train/fractured/image (9).png,0
Data/Data/Wrist/train/fractured/image (231).png,0
Data/Data/Wrist/train/fractured/image (406).png,0
Data/Data/Wrist/train/fractured/image (175).png,0
Data/Data/Wrist/train/fractured/image (88).png,0
Data/Data/Wrist/train/fractured/image (409).png,0
Data/Data/Wrist/train/fractured/image (318).png,0
Data/Data/Wrist/train/fractured/image (195).png,0
Data/Data/Wrist/train/fractured/image (332).png,0
Data/Data/Wrist/train/fractured/image (335).png,0
Data/Data/Wrist/train/fractured/image (74).png,0
Data/Data/Wrist/train/fractured/image (382).png,0
Data/Data/Wrist/train/fractured/image (124).png,0
Data/Data/Wrist/train/fractured/image (302).png,0
Data/Data/Wrist/train/fractured/image (55).png,0
Data/Data/Wrist/train/fractured/image (378).png,0
Data/Data/Wrist/train/fractured/image (202).png,0
Data/Data/Wrist/train/fractured/image (389).png,0
Data/Data/Wrist/train/fractured/image (283).png,0
Data/Data/Wrist/train/fractured/image (154).png,0
Data/Data/Wrist/train/fractured/image (18).png,0
Data/Data/Wrist/train/fractured/image (345).png,0
Data/Data/Wrist/train/fractured/image (187).png,0
Data/Data/Wrist/train/fractured/image (12).png,0
Data/Data/Wrist/train/fractured/image (77).png,0
Data/Data/Wrist/train/fractured/image (470).png,0
Data/Data/Wrist/train/fractured/image (128).png,0
Data/Data/Wrist/train/fractured/image (126).png,0
Data/Data/Wrist/train/fractured/image (120).png,0
Data/Data/Wrist/train/fractured/image (254).png,0
Data/Data/Wrist/train/fractured/image (306).png,0
Data/Data/Wrist/train/fractured/image (330).png,0
Data/Data/Wrist/train/fractured/image (435).png,0
Data/Data/Wrist/train/fractured/image (363).png,0
Data/Data/Wrist/train/fractured/image (475).png,0
Data/Data/Wrist/train/fractured/image (310).png,0
Data/Data/Wrist/train/fractured/image (325).png,0
Data/Data/Wrist/train/fractured/image (156).png,0
Data/Data/Wrist/train/fractured/image (5).png,0
Data/Data/Wrist/train/fractured/image (387).png,0
Data/Data/Wrist/train/fractured/image (1).png,0
Data/Data/Wrist/train/fractured/image (455).png,0
Data/Data/Wrist/train/fractured/image (163).png,0
Data/Data/Wrist/train/fractured/image (223).png,0
Data/Data/Wrist/train/fractured/image (362).png,0
Data/Data/Wrist/train/fractured/image (404).png,0
Data/Data/Wrist/train/fractured/image (180).png,0
Data/Data/Wrist/train/fractured/image (439).png,0
Data/Data/Wrist/train/fractured/image (343).png,0
Data/Data/Wrist/train/fractured/image (438).png,0
Data/Data/Wrist/train/fractured/image (418).png,0
Data/Data/Wrist/train/fractured/image (54).png,0
Data/Data/Wrist/train/fractured/image (127).png,0
Data/Data/Wrist/train/fractured/image (458).png,0
Data/Data/Wrist/train/fractured/image (403).png,0
Data/Data/Wrist/train/fractured/image (47).png,0
Data/Data/Wrist/train/fractured/image (303).png,0
Data/Data/Wrist/train/fractured/image (313).png,0
Data/Data/Wrist/train/fractured/image (288).png,0
Data/Data/Wrist/train/fractured/image (75).png,0
Data/Data/Wrist/train/fractured/image (226).png,0
Data/Data/Wrist/train/fractured/image (271).png,0
Data/Data/Wrist/train/fractured/image (427).png,0
Data/Data/Wrist/train/fractured/image (426).png,0
Data/Data/Wrist/train/fractured/image (211).png,0
Data/Data/Wrist/train/fractured/image (212).png,0
Data/Data/Wrist/train/fractured/image (269).png,0
Data/Data/Wrist/train/fractured/image (79).png,0
Data/Data/Wrist/train/fractured/image (52).png,0
Data/Data/Wrist/train/fractured/image (89).png,0
Data/Data/Wrist/train/fractured/image (384).png,0
Data/Data/Wrist/train/fractured/image (225).png,0
Data/Data/Wrist/train/fractured/image (401).png,0
Data/Data/Wrist/train/fractured/image (85).png,0
Data/Data/Wrist/train/fractured/image (400).png,0
Data/Data/Wrist/train/fractured/image (191).png,0
Data/Data/Wrist/train/fractured/image (324).png,0
Data/Data/Wrist/train/fractured/image (160).png,0
Data/Data/Wrist/train/fractured/image (66).png,0
Data/Data/Wrist/train/fractured/image (344).png,0
Data/Data/Wrist/train/fractured/image (374).png,0
Data/Data/Wrist/train/fractured/image (39).png,0
Data/Data/Wrist/train/fractured/image (205).png,0
Data/Data/Wrist/train/fractured/image (178).png,0
Data/Data/Wrist/train/fractured/image (90).png,0
Data/Data/Wrist/train/fractured/image (350).png,0
Data/Data/Wrist/train/fractured/image (248).png,0
Data/Data/Wrist/train/fractured/image (240).png,0
Data/Data/Wrist/train/fractured/image (93).png,0
